CALENDAR_DATE,PRICE,QUANTITY,SELL_ID
2013-02-15,17.5,88,1071
2013-02-15,15.13,32,2052
2013-02-15,14.64,20,2053
2013-02-16,17.5,108,1071
2013-02-16,15.13,32,2052
2013-02-16,14.64,24,2053
2013-02-17,17.5,86,1071
2013-02-17,15.13,28,2052
2013-02-17,14.64,24,2053
2013-02-18,17.5,74,1071
2013-02-18,15.13,26,2052
2013-02-18,14.64,20,2053
2013-02-19,17.5,76,1071
2013-02-19,15.13,24,2052
2013-02-19,14.64,16,2053
2013-02-20,17.5,102,1071
2013-02-20,15.13,38,2052
2013-02-20,14.64,24,2053
2013-02-21,17.5,88,1071
2013-02-21,15.13,34,2052
2013-02-21,14.64,20,2053
2013-02-22,17.5,88,1071
2013-02-22,15.13,32,2052
2013-02-22,14.64,22,2053
2013-02-23,17.5,90,1071
2013-02-23,15.13,26,2052
2013-02-23,14.64,18,2053
2013-02-24,17.5,86,1071
2013-02-24,15.13,28,2052
2013-02-24,14.64,24,2053
2013-02-25,17.5,62,1071
2013-02-25,15.13,20,2052
2013-02-25,14.64,20,2053
2013-02-26,17.5,58,1071
2013-02-26,15.13,22,2052
2013-02-26,14.64,18,2053
2013-02-27,17.5,84,1071
2013-02-27,15.13,32,2052
2013-02-27,14.64,22,2053
2013-02-28,17.5,92,1071
2013-02-28,15.13,28,2052
2013-02-28,14.64,20,2053
2013-01-03,17.5,92,1071
2013-01-03,15.13,30,2052
2013-01-03,14.64,24,2053
2013-02-03,17.5,86,1071
2013-02-03,15.13,30,2052
2013-02-03,14.64,24,2053
2013-03-03,17.5,92,1071
2013-03-03,17.5,92,2052
2013-03-03,15.13,32,2053
2013-03-03,14.64,26,1071
2013-03-03,14.64,24,2052
2013-03-03,15.41,42,2053
2013-03-03,17.5,92,1071
2013-03-03,17.5,90,2052
2013-03-03,15.13,28,2053
2013-03-03,14.64,20,1071
2013-03-03,14.64,18,2052
2013-03-03,15.41,42,2053
2013-04-03,17.5,60,1071
2013-04-03,15.13,20,2052
2013-04-03,14.64,22,2053
2013-05-03,17.5,58,1071
2013-05-03,15.13,24,2052
2013-05-03,14.64,22,2053
2013-06-03,17.5,88,1071
2013-06-03,15.13,32,2052
2013-06-03,14.64,22,2053
2013-07-03,17.5,86,1071
2013-07-03,15.13,30,2052
2013-07-03,14.64,26,2053
2013-08-03,17.5,90,1071
2013-08-03,15.13,32,2052
2013-08-03,14.64,24,2053
2013-09-03,17.5,88,1071
2013-09-03,15.13,30,2052
2013-09-03,14.64,20,2053
2013-10-03,17.5,92,1071
2013-10-03,15.13,30,2052
2013-10-03,14.64,22,2053
2013-11-03,17.5,60,1071
2013-11-03,15.13,24,2052
2013-11-03,14.64,20,2053
2013-12-03,17.5,62,1071
2013-12-03,15.13,26,2052
2013-12-03,14.64,20,2053
2013-03-13,17.5,108,1071
2013-03-13,15.13,34,2052
2013-03-13,14.64,24,2053
2013-03-14,17.5,92,1071
2013-03-14,15.13,34,2052
2013-03-14,14.64,18,2053
2013-03-15,17.5,90,1071
2013-03-15,15.13,26,2052
2013-03-15,14.64,18,2053
2013-03-16,17.5,86,1071
2013-03-16,15.13,26,2052
2013-03-16,14.64,20,2053
2013-03-17,17.5,84,1071
2013-03-17,15.13,28,2052
2013-03-17,14.64,18,2053
2013-03-18,17.5,64,1071
2013-03-18,15.13,22,2052
2013-03-18,14.64,14,2053
2013-03-19,17.5,66,1071
2013-03-19,15.13,22,2052
2013-03-19,14.64,16,2053
2013-03-20,17.5,88,1071
2013-03-20,15.13,32,2052
2013-03-20,14.64,20,2053
2013-03-21,17.5,86,1071
2013-03-21,15.13,32,2052
2013-03-21,14.64,20,2053
2013-03-22,17.5,86,1071
2013-03-22,15.13,32,2052
2013-03-22,14.64,20,2053
2013-03-23,17.5,86,1071
2013-03-23,15.13,30,2052
2013-03-23,14.64,22,2053
2013-03-24,17.5,86,1071
2013-03-24,15.13,34,2052
2013-03-24,14.64,22,2053
2013-03-25,17.5,66,1071
2013-03-25,15.13,28,2052
2013-03-25,14.64,16,2053
2013-03-26,17.5,58,1071
2013-03-26,15.13,26,2052
2013-03-26,14.64,18,2053
2013-03-27,17.5,84,1071
2013-03-27,15.13,30,2052
2013-03-27,14.64,26,2053
2013-03-28,17.5,90,1071
2013-03-28,15.13,30,2052
2013-03-28,14.64,26,2053
2013-03-29,17.5,84,1071
2013-03-29,15.13,26,2052
2013-03-29,14.64,18,2053
2013-03-30,17.5,88,1071
2013-03-30,15.13,30,2052
2013-03-30,14.64,18,2053
2013-03-31,17.5,84,1071
2013-03-31,15.13,30,2052
2013-03-31,14.64,20,2053
2013-01-04,17.5,64,1071
2013-01-04,15.13,24,2052
2013-01-04,14.64,16,2053
2013-02-04,17.5,58,1071
2013-02-04,15.13,28,2052
2013-02-04,14.64,14,2053
2013-03-04,17.5,84,1071
2013-03-04,15.13,34,2052
2013-03-04,14.64,20,2053
2013-04-04,17.5,62,1071
2013-04-04,15.13,20,2052
2013-04-04,14.64,14,2053
2013-05-04,17.5,66,1071
2013-05-04,15.13,28,2052
2013-05-04,14.64,22,2053
2013-06-04,17.5,64,1071
2013-06-04,15.13,26,2052
2013-06-04,14.64,16,2053
2013-07-04,17.5,86,1071
2013-07-04,15.13,32,2052
2013-07-04,14.64,22,2053
2013-08-04,17.5,58,1071
2013-08-04,15.13,20,2052
2013-08-04,14.64,18,2053
2013-09-04,17.5,60,1071
2013-09-04,15.13,26,2052
2013-09-04,14.64,14,2053
2013-10-04,17.5,90,1071
2013-10-04,15.13,32,2052
2013-10-04,14.64,22,2053
2013-11-04,17.5,90,1071
2013-11-04,15.13,28,2052
2013-11-04,14.64,22,2053
2013-12-04,17.5,86,1071
2013-12-04,15.13,30,2052
2013-12-04,14.64,18,2053
2013-04-13,17.5,86,1071
2013-04-13,15.13,32,2052
2013-04-13,14.64,18,2053
2013-04-14,17.5,90,1071
2013-04-14,15.13,30,2052
2013-04-14,14.64,18,2053
2013-04-15,17.5,66,1071
2013-04-15,15.13,24,2052
2013-04-15,14.64,14,2053
2013-04-16,17.5,64,1071
2013-04-16,15.13,20,2052
2013-04-16,14.64,14,2053
2013-04-17,17.5,86,1071
2013-04-17,15.13,30,2052
2013-04-17,14.64,22,2053
2013-04-18,17.5,84,1071
2013-04-18,15.13,26,2052
2013-04-18,14.64,18,2053
2013-04-19,17.5,86,1071
2013-04-19,15.13,30,2052
2013-04-19,14.64,26,2053
2013-04-20,17.5,84,1071
2013-04-20,15.13,34,2052
2013-04-20,14.64,20,2053
2013-04-21,17.5,90,1071
2013-04-21,15.13,34,2052
2013-04-21,14.64,22,2053
2013-04-22,17.5,60,1071
2013-04-22,15.13,24,2052
2013-04-22,14.64,18,2053
2013-04-23,17.5,62,1071
2013-04-23,15.13,28,2052
2013-04-23,14.64,14,2053
2013-04-24,17.5,84,1071
2013-04-24,15.13,26,2052
2013-04-24,14.64,24,2053
2013-04-25,17.5,84,1071
2013-04-25,15.13,32,2052
2013-04-25,14.64,22,2053
2013-04-26,17.5,92,1071
2013-04-26,15.13,32,2052
2013-04-26,14.64,26,2053
2013-04-27,18.5,82,1071
2013-04-27,15.08,30,2052
2013-04-27,14.72,22,2053
2013-04-28,18.5,84,1071
2013-04-28,15.08,36,2052
2013-04-28,14.72,20,2053
2013-04-29,18.5,56,1071
2013-04-29,15.08,24,2052
2013-04-29,14.72,20,2053
2013-04-30,18.5,60,1071
2013-04-30,15.08,20,2052
2013-04-30,14.72,18,2053
2013-01-05,18.5,58,1071
2013-01-05,15.08,26,2052
2013-01-05,14.72,20,2053
2013-02-05,18.5,52,1071
2013-02-05,15.08,22,2052
2013-02-05,14.72,20,2053
2013-03-05,18.5,52,1071
2013-03-05,15.08,28,2052
2013-03-05,14.72,20,2053
2013-04-05,18.5,82,1071
2013-04-05,15.08,30,2052
2013-04-05,14.72,26,2053
2013-05-05,18.5,76,1071
2013-05-05,15.08,30,2052
2013-05-05,14.72,24,2053
2013-06-05,18.5,58,1071
2013-06-05,15.08,24,2052
2013-06-05,14.72,18,2053
2013-07-05,18.5,56,1071
2013-07-05,15.08,28,2052
2013-07-05,14.72,14,2053
2013-08-05,18.5,78,1071
2013-08-05,15.08,28,2052
2013-08-05,14.72,26,2053
2013-09-05,18.5,78,1071
2013-09-05,15.08,34,2052
2013-09-05,14.72,18,2053
2013-10-05,18.5,78,1071
2013-10-05,15.08,28,2052
2013-10-05,14.72,22,2053
2013-11-05,18.5,76,1071
2013-11-05,15.08,30,2052
2013-11-05,14.72,26,2053
2013-12-05,18.5,78,1071
2013-12-05,15.08,36,2052
2013-12-05,14.72,22,2053
2013-05-13,18.5,56,1071
2013-05-13,15.08,28,2052
2013-05-13,14.72,16,2053
2013-05-14,18.5,60,1071
2013-05-14,15.08,24,2052
2013-05-14,14.72,16,2053
2013-05-15,18.5,82,1071
2013-05-15,15.08,34,2052
2013-05-15,14.72,20,2053
2013-05-16,18.5,76,1071
2013-05-16,15.08,32,2052
2013-05-16,14.72,26,2053
2013-05-17,18.5,82,1071
2013-05-17,15.08,30,2052
2013-05-17,14.72,26,2053
2013-05-18,18.5,76,1071
2013-05-18,15.08,32,2052
2013-05-18,14.72,26,2053
2013-05-19,18.5,78,1071
2013-05-19,15.08,28,2052
2013-05-19,14.72,24,2053
2013-05-20,18.5,56,1071
2013-05-20,15.08,22,2052
2013-05-20,14.72,14,2053
2013-05-21,18.5,58,1071
2013-05-21,15.08,26,2052
2013-05-21,14.72,16,2053
2013-05-22,18.5,84,1071
2013-05-22,15.08,28,2052
2013-05-22,14.72,18,2053
2013-05-23,18.5,80,1071
2013-05-23,15.08,36,2052
2013-05-23,14.72,24,2053
2013-05-24,18.5,82,1071
2013-05-24,15.08,36,2052
2013-05-24,14.72,22,2053
2013-05-25,18.5,78,1071
2013-05-25,15.08,28,2052
2013-05-25,14.72,22,2053
2013-05-26,18.5,76,1071
2013-05-26,15.08,30,2052
2013-05-26,14.72,22,2053
2013-05-27,18.5,54,1071
2013-05-27,15.08,28,2052
2013-05-27,14.72,18,2053
2013-05-28,18.5,60,1071
2013-05-28,15.08,20,2052
2013-05-28,14.72,20,2053
2013-05-29,18.5,84,1071
2013-05-29,15.08,28,2052
2013-05-29,14.72,26,2053
2013-05-30,18.5,84,1071
2013-05-30,15.08,30,2052
2013-05-30,14.72,20,2053
2013-05-31,18.5,76,1071
2013-05-31,15.08,34,2052
2013-05-31,14.72,22,2053
2013-01-06,18.5,82,1071
2013-01-06,15.08,28,2052
2013-01-06,14.72,18,2053
2013-02-06,18.5,76,1071
2013-02-06,15.08,28,2052
2013-02-06,14.72,20,2053
2013-03-06,18.5,60,1071
2013-03-06,15.08,20,2052
2013-03-06,14.72,18,2053
2013-04-06,18.5,56,1071
2013-04-06,15.08,26,2052
2013-04-06,14.72,16,2053
2013-05-06,18.5,76,1071
2013-05-06,15.08,28,2052
2013-05-06,14.72,26,2053
2013-06-06,18.5,84,1071
2013-06-06,15.08,28,2052
2013-06-06,14.72,24,2053
2013-07-06,18.5,80,1071
2013-07-06,15.08,28,2052
2013-07-06,14.72,26,2053
2013-08-06,18.5,82,1071
2013-08-06,15.08,34,2052
2013-08-06,14.72,22,2053
2013-09-06,18.5,78,1071
2013-09-06,15.08,28,2052
2013-09-06,14.72,22,2053
2013-10-06,18.5,56,1071
2013-10-06,15.08,28,2052
2013-10-06,14.72,20,2053
2013-11-06,18.5,56,1071
2013-11-06,15.08,22,2052
2013-11-06,14.72,18,2053
2013-12-06,18.5,82,1071
2013-12-06,15.08,34,2052
2013-12-06,14.72,26,2053
2013-06-13,18.5,80,1071
2013-06-13,15.08,36,2052
2013-06-13,14.72,18,2053
2013-06-14,18.5,78,1071
2013-06-14,15.08,32,2052
2013-06-14,14.72,18,2053
2013-06-15,18.5,84,1071
2013-06-15,15.08,30,2052
2013-06-15,14.72,24,2053
2013-06-16,18.5,82,1071
2013-06-16,15.08,34,2052
2013-06-16,14.72,24,2053
2013-06-17,18.5,52,1071
2013-06-17,15.08,26,2052
2013-06-17,14.72,20,2053
2013-06-18,18.5,60,1071
2013-06-18,15.08,26,2052
2013-06-18,14.72,18,2053
2013-06-19,18.5,84,1071
2013-06-19,15.08,28,2052
2013-06-19,14.72,24,2053
2013-06-20,18.5,84,1071
2013-06-20,15.08,30,2052
2013-06-20,14.72,24,2053
2013-06-21,18.5,84,1071
2013-06-21,15.08,30,2052
2013-06-21,14.72,18,2053
2013-06-22,18.5,82,1071
2013-06-22,15.08,28,2052
2013-06-22,14.72,22,2053
2013-06-23,18.5,78,1071
2013-06-23,15.08,32,2052
2013-06-23,14.72,24,2053
2013-06-24,18.5,44,1071
2013-06-24,15.08,16,2052
2013-06-24,14.72,14,2053
2013-06-25,18.5,44,1071
2013-06-25,15.08,14,2052
2013-06-25,14.72,14,2053
2013-06-26,18.5,60,1071
2013-06-26,15.08,24,2052
2013-06-26,14.72,22,2053
2013-06-27,18.5,80,1071
2013-06-27,15.08,36,2052
2013-06-27,14.72,26,2053
2013-06-28,18.5,82,1071
2013-06-28,15.08,36,2052
2013-06-28,14.72,20,2053
2013-06-29,18.5,78,1071
2013-06-29,15.08,32,2052
2013-06-29,14.72,24,2053
2013-06-30,18.5,84,1071
2013-06-30,15.08,32,2052
2013-06-30,14.72,24,2053
2013-01-07,18.5,58,1071
2013-01-07,15.08,28,2052
2013-01-07,14.72,14,2053
2013-02-07,18.5,54,1071
2013-02-07,15.08,24,2052
2013-02-07,14.72,14,2053
2013-03-07,18.5,78,1071
2013-03-07,15.08,28,2052
2013-03-07,14.72,24,2053
2013-04-07,18.5,82,1071
2013-04-07,15.08,34,2052
2013-04-07,14.72,20,2053
2013-05-07,18.5,84,1071
2013-05-07,15.08,30,2052
2013-05-07,14.72,22,2053
2013-06-07,18.5,76,1071
2013-06-07,15.08,36,2052
2013-06-07,14.72,24,2053
2013-07-07,18.5,80,1071
2013-07-07,15.08,36,2052
2013-07-07,14.72,18,2053
2013-08-07,18.5,58,1071
2013-08-07,15.08,26,2052
2013-08-07,14.72,22,2053
2013-09-07,18.5,58,1071
2013-09-07,15.08,22,2052
2013-09-07,14.72,22,2053
2013-10-07,18.5,78,1071
2013-10-07,15.08,32,2052
2013-10-07,14.72,18,2053
2013-11-07,18.5,82,1071
2013-11-07,15.08,36,2052
2013-11-07,14.72,22,2053
2013-12-07,18.5,82,1071
2013-12-07,15.08,36,2052
2013-12-07,14.72,20,2053
2013-07-13,18.5,82,1071
2013-07-13,15.08,34,2052
2013-07-13,14.72,26,2053
2013-07-14,18.5,82,1071
2013-07-14,15.08,30,2052
2013-07-14,14.72,20,2053
2013-07-15,18.5,58,1071
2013-07-15,15.08,22,2052
2013-07-15,14.72,16,2053
2013-07-16,18.5,58,1071
2013-07-16,15.08,22,2052
2013-07-16,14.72,20,2053
2013-07-17,18.5,84,1071
2013-07-17,15.08,34,2052
2013-07-17,14.72,26,2053
2013-07-18,18.5,80,1071
2013-07-18,15.08,30,2052
2013-07-18,14.72,22,2053
2013-07-19,18.5,84,1071
2013-07-19,15.08,30,2052
2013-07-19,14.72,22,2053
2013-07-20,18.5,80,1071
2013-07-20,15.08,32,2052
2013-07-20,14.72,26,2053
2013-07-21,18.5,80,1071
2013-07-21,15.08,32,2052
2013-07-21,14.72,18,2053
2013-07-22,18.5,60,1071
2013-07-22,15.08,26,2052
2013-07-22,14.72,18,2053
2013-07-23,18.5,52,1071
2013-07-23,15.08,28,2052
2013-07-23,14.72,22,2053
2013-07-24,18.5,78,1071
2013-07-24,15.08,28,2052
2013-07-24,14.72,26,2053
2013-07-25,18.5,76,1071
2013-07-25,15.08,36,2052
2013-07-25,14.72,24,2053
2013-07-26,18.5,80,1071
2013-07-26,15.08,28,2052
2013-07-26,14.72,20,2053
2013-07-27,18.5,78,1071
2013-07-27,15.08,32,2052
2013-07-27,14.72,26,2053
2013-07-28,18.5,76,1071
2013-07-28,15.08,36,2052
2013-07-28,14.72,24,2053
2013-07-29,18.5,56,1071
2013-07-29,15.08,24,2052
2013-07-29,14.72,22,2053
2013-07-30,18.5,58,1071
2013-07-30,15.08,28,2052
2013-07-30,14.72,18,2053
2013-07-31,18.5,78,1071
2013-07-31,15.08,28,2052
2013-07-31,14.72,18,2053
2013-01-08,18.5,80,1071
2013-01-08,15.08,36,2052
2013-01-08,14.72,22,2053
2013-02-08,18.5,84,1071
2013-02-08,15.08,36,2052
2013-02-08,14.72,24,2053
2013-03-08,18.5,78,1071
2013-03-08,15.08,28,2052
2013-03-08,14.72,18,2053
2013-04-08,18.5,98,1071
2013-04-08,15.08,34,2052
2013-04-08,14.72,30,2053
2013-05-08,18.5,72,1071
2013-05-08,15.08,30,2052
2013-05-08,14.72,16,2053
2013-06-08,18.5,56,1071
2013-06-08,15.08,20,2052
2013-06-08,14.72,18,2053
2013-07-08,18.5,82,1071
2013-07-08,15.08,36,2052
2013-07-08,14.72,22,2053
2013-08-08,18.5,78,1071
2013-08-08,15.08,34,2052
2013-08-08,14.72,20,2053
2013-09-08,18.5,82,1071
2013-09-08,15.08,28,2052
2013-09-08,14.72,20,2053
2013-10-08,18.5,94,1071
2013-10-08,15.08,32,2052
2013-10-08,14.72,24,2053
2013-11-08,18.5,92,1071
2013-11-08,15.08,34,2052
2013-11-08,14.72,26,2053
2013-12-08,18.5,60,1071
2013-12-08,15.08,22,2052
2013-12-08,14.72,14,2053
2013-08-13,18.5,54,1071
2013-08-13,15.08,22,2052
2013-08-13,14.72,22,2053
2013-08-14,18.5,82,1071
2013-08-14,15.08,36,2052
2013-08-14,14.72,18,2053
2013-08-15,18.5,82,1071
2013-08-15,15.08,36,2052
2013-08-15,14.72,20,2053
2013-08-16,18.5,80,1071
2013-08-16,15.08,32,2052
2013-08-16,14.72,22,2053
2013-08-17,18.5,80,1071
2013-08-17,15.08,32,2052
2013-08-17,14.72,26,2053
2013-08-18,18.5,80,1071
2013-08-18,15.08,32,2052
2013-08-18,14.72,24,2053
2013-08-19,18.5,60,1071
2013-08-19,15.08,24,2052
2013-08-19,14.72,22,2053
2013-08-20,18.5,56,1071
2013-08-20,15.08,22,2052
2013-08-20,14.72,14,2053
2013-08-21,18.5,82,1071
2013-08-21,15.08,36,2052
2013-08-21,14.72,18,2053
2013-08-22,18.5,78,1071
2013-08-22,15.08,34,2052
2013-08-22,14.72,26,2053
2013-08-23,18.5,84,1071
2013-08-23,15.08,30,2052
2013-08-23,14.72,18,2053
2013-08-24,18.5,78,1071
2013-08-24,15.08,32,2052
2013-08-24,14.72,26,2053
2013-08-25,16.0,102,1071
2013-08-25,12.97,42,2052
2013-08-25,12.12,32,2053
2013-08-26,16.0,68,1071
2013-08-26,12.97,32,2052
2013-08-26,12.12,20,2053
2013-08-27,16.0,70,1071
2013-08-27,12.97,28,2052
2013-08-27,12.12,18,2053
2013-08-28,16.0,104,1071
2013-08-28,12.97,38,2052
2013-08-28,12.12,32,2053
2013-08-29,16.0,98,1071
2013-08-29,12.97,38,2052
2013-08-29,12.12,32,2053
2013-08-30,16.0,124,1071
2013-08-30,12.97,40,2052
2013-08-30,12.12,36,2053
2013-08-31,16.0,124,1071
2013-08-31,12.97,46,2052
2013-08-31,12.12,30,2053
2013-01-09,16.0,124,1071
2013-01-09,12.97,40,2052
2013-01-09,12.12,36,2053
2013-02-09,16.0,66,1071
2013-02-09,12.97,24,2052
2013-02-09,12.12,24,2053
2013-03-09,16.0,66,1071
2013-03-09,12.97,32,2052
2013-03-09,12.12,26,2053
2013-04-09,16.0,106,1071
2013-04-09,12.97,36,2052
2013-04-09,12.12,24,2053
2013-05-09,16.0,104,1071
2013-05-09,12.97,40,2052
2013-05-09,12.12,28,2053
2013-06-09,16.0,104,1071
2013-06-09,12.97,34,2052
2013-06-09,12.12,26,2053
2013-07-09,16.0,98,1071
2013-07-09,12.97,34,2052
2013-07-09,12.12,32,2053
2013-08-09,16.0,100,1071
2013-08-09,12.97,40,2052
2013-08-09,12.12,24,2053
2013-09-09,16.0,74,1071
2013-09-09,12.97,24,2052
2013-09-09,12.12,22,2053
2013-10-09,16.0,74,1071
2013-10-09,12.97,28,2052
2013-10-09,12.12,24,2053
2013-11-09,16.0,100,1071
2013-11-09,12.97,42,2052
2013-11-09,12.12,26,2053
2013-12-09,16.0,106,1071
2013-12-09,12.97,40,2052
2013-12-09,12.12,26,2053
2013-09-13,16.0,102,1071
2013-09-13,12.97,34,2052
2013-09-13,12.12,24,2053
2013-09-14,16.0,102,1071
2013-09-14,12.97,34,2052
2013-09-14,12.12,24,2053
2013-09-15,16.0,104,1071
2013-09-15,12.97,36,2052
2013-09-15,12.12,26,2053
2013-09-16,16.0,74,1071
2013-09-16,12.97,30,2052
2013-09-16,12.12,26,2053
2013-09-17,16.0,66,1071
2013-09-17,12.97,32,2052
2013-09-17,12.12,24,2053
2013-09-18,16.0,106,1071
2013-09-18,12.97,40,2052
2013-09-18,12.12,28,2053
2013-09-19,16.0,104,1071
2013-09-19,12.97,42,2052
2013-09-19,12.12,32,2053
2013-09-20,16.0,98,1071
2013-09-20,12.97,38,2052
2013-09-20,12.12,30,2053
2013-09-21,16.0,98,1071
2013-09-21,12.97,38,2052
2013-09-21,12.12,26,2053
2013-09-22,16.0,100,1071
2013-09-22,12.97,34,2052
2013-09-22,12.12,26,2053
2013-09-23,16.0,74,1071
2013-09-23,12.97,28,2052
2013-09-23,12.12,26,2053
2013-09-24,16.0,70,1071
2013-09-24,12.97,30,2052
2013-09-24,12.12,22,2053
2013-09-25,16.0,106,1071
2013-09-25,12.97,42,2052
2013-09-25,12.12,32,2053
2013-09-26,16.0,102,1071
2013-09-26,12.97,42,2052
2013-09-26,12.12,30,2053
2013-09-27,16.0,102,1071
2013-09-27,12.97,36,2052
2013-09-27,12.12,26,2053
2013-09-28,16.0,102,1071
2013-09-28,12.97,40,2052
2013-09-28,12.12,28,2053
2013-09-29,16.0,106,1071
2013-09-29,12.97,42,2052
2013-09-29,12.12,30,2053
2013-09-30,16.0,70,1071
2013-09-30,12.97,24,2052
2013-09-30,12.12,22,2053
2013-01-10,16.0,66,1071
2013-01-10,12.97,26,2052
2013-01-10,12.12,18,2053
2013-02-10,16.0,66,1071
2013-02-10,12.97,32,2052
2013-02-10,12.12,26,2053
2013-03-10,16.0,68,1071
2013-03-10,12.97,28,2052
2013-03-10,12.12,22,2053
2013-04-10,16.0,68,1071
2013-04-10,12.97,30,2052
2013-04-10,12.12,18,2053
2013-05-10,16.0,72,1071
2013-05-10,12.97,24,2052
2013-05-10,12.12,26,2053
2013-06-10,16.0,72,1071
2013-06-10,12.97,24,2052
2013-06-10,12.12,18,2053
2013-07-10,16.0,50,1071
2013-07-10,12.97,24,2052
2013-07-10,12.12,20,2053
2013-08-10,16.0,52,1071
2013-08-10,12.97,22,2052
2013-08-10,12.12,20,2053
2013-09-10,16.0,68,1071
2013-09-10,12.97,30,2052
2013-09-10,12.12,24,2053
2013-10-10,16.0,102,1071
2013-10-10,12.97,40,2052
2013-10-10,12.12,24,2053
2013-11-10,16.0,100,1071
2013-11-10,12.97,42,2052
2013-11-10,12.12,28,2053
2013-12-10,16.0,98,1071
2013-12-10,12.97,38,2052
2013-12-10,12.12,24,2053
2013-10-13,16.0,102,1071
2013-10-13,12.97,36,2052
2013-10-13,12.12,24,2053
2013-10-14,16.0,66,1071
2013-10-14,12.97,26,2052
2013-10-14,12.12,26,2053
2013-10-15,16.0,72,1071
2013-10-15,12.97,30,2052
2013-10-15,12.12,26,2053
2013-10-16,16.0,106,1071
2013-10-16,12.97,34,2052
2013-10-16,12.12,28,2053
2013-10-17,16.0,98,1071
2013-10-17,12.97,38,2052
2013-10-17,12.12,24,2053
2013-10-18,16.0,100,1071
2013-10-18,12.97,40,2052
2013-10-18,12.12,24,2053
2013-10-19,16.0,102,1071
2013-10-19,12.97,38,2052
2013-10-19,12.12,30,2053
2013-10-20,16.0,98,1071
2013-10-20,12.97,36,2052
2013-10-20,12.12,32,2053
2013-10-21,16.0,72,1071
2013-10-21,12.97,28,2052
2013-10-21,12.12,22,2053
2013-10-22,16.0,70,1071
2013-10-22,12.97,24,2052
2013-10-22,12.12,24,2053
2013-10-23,16.0,102,1071
2013-10-23,12.97,36,2052
2013-10-23,12.12,28,2053
2013-10-24,16.0,104,1071
2013-10-24,12.97,38,2052
2013-10-24,12.12,30,2053
2013-10-25,16.0,102,1071
2013-10-25,12.97,34,2052
2013-10-25,12.12,30,2053
2013-10-26,16.0,104,1071
2013-10-26,12.97,36,2052
2013-10-26,12.12,30,2053
2013-10-27,16.0,100,1071
2013-10-27,12.97,42,2052
2013-10-27,12.12,26,2053
2013-10-28,16.0,74,1071
2013-10-28,12.97,24,2052
2013-10-28,12.12,18,2053
2013-10-29,16.0,68,1071
2013-10-29,12.97,32,2052
2013-10-29,12.12,18,2053
2013-10-30,16.0,106,1071
2013-10-30,12.97,38,2052
2013-10-30,12.12,32,2053
2013-10-31,16.0,104,1071
2013-10-31,12.97,42,2052
2013-10-31,12.12,26,2053
2013-01-11,16.0,106,1071
2013-01-11,12.97,40,2052
2013-01-11,12.12,26,2053
2013-02-11,16.0,100,1071
2013-02-11,12.97,42,2052
2013-02-11,12.12,32,2053
2013-03-11,16.0,98,1071
2013-03-11,12.97,40,2052
2013-03-11,12.12,30,2053
2013-04-11,16.0,74,1071
2013-04-11,12.97,24,2052
2013-04-11,12.12,20,2053
2013-05-11,16.0,72,1071
2013-05-11,12.97,28,2052
2013-05-11,12.12,20,2053
2013-06-11,16.0,104,1071
2013-06-11,12.97,36,2052
2013-06-11,12.12,26,2053
2013-07-11,16.0,104,1071
2013-07-11,12.97,38,2052
2013-07-11,12.12,30,2053
2013-08-11,16.0,98,1071
2013-08-11,12.97,34,2052
2013-08-11,12.12,30,2053
2013-09-11,16.0,106,1071
2013-09-11,12.97,40,2052
2013-09-11,12.12,24,2053
2013-10-11,16.0,106,1071
2013-10-11,12.97,42,2052
2013-10-11,12.12,28,2053
2013-11-11,16.0,66,1071
2013-11-11,12.97,30,2052
2013-11-11,12.12,24,2053
2013-12-11,16.0,74,1071
2013-12-11,12.97,26,2052
2013-12-11,12.12,24,2053
2013-11-13,16.0,104,1071
2013-11-13,12.97,36,2052
2013-11-13,12.12,32,2053
2013-11-14,16.0,98,1071
2013-11-14,12.97,42,2052
2013-11-14,12.12,26,2053
2013-11-15,16.0,100,1071
2013-11-15,12.97,42,2052
2013-11-15,12.12,28,2053
2013-11-16,16.0,106,1071
2013-11-16,12.97,36,2052
2013-11-16,12.12,30,2053
2013-11-17,16.0,98,1071
2013-11-17,12.97,42,2052
2013-11-17,12.12,28,2053
2013-11-18,16.0,72,1071
2013-11-18,12.97,24,2052
2013-11-18,12.12,18,2053
2013-11-19,16.0,74,1071
2013-11-19,12.97,32,2052
2013-11-19,12.12,22,2053
2013-11-20,16.0,102,1071
2013-11-20,12.97,42,2052
2013-11-20,12.12,30,2053
2013-11-21,16.0,100,1071
2013-11-21,12.97,36,2052
2013-11-21,12.12,30,2053
2013-11-22,16.0,106,1071
2013-11-22,12.97,38,2052
2013-11-22,12.12,32,2053
2013-11-23,16.0,106,1071
2013-11-23,12.97,36,2052
2013-11-23,12.12,30,2053
2013-11-24,16.0,100,1071
2013-11-24,12.97,36,2052
2013-11-24,12.12,32,2053
2013-11-25,16.0,66,1071
2013-11-25,12.97,24,2052
2013-11-25,12.12,26,2053
2013-11-26,16.0,74,1071
2013-11-26,12.97,28,2052
2013-11-26,12.12,18,2053
2013-11-27,16.0,106,1071
2013-11-27,12.97,36,2052
2013-11-27,12.12,30,2053
2013-11-28,16.0,98,1071
2013-11-28,12.97,34,2052
2013-11-28,12.12,30,2053
2013-11-29,16.0,104,1071
2013-11-29,12.97,38,2052
2013-11-29,12.12,28,2053
