UserId,Age,Address,Gender,UserType,TransactionId,ItemId,Quantity,Value,Location,ProductCategory,year,month,date,Timestamp_,Parsed_Date,Label,churnPeriod
1950893,24,FL,F,Value,1435325,214353251,3,163,Lady Lake,Health & Beauty Supplements,2022,1,31,2022-01-31,2022-01-31,Nonchurner,21
1950893,24,FL,F,Value,1557391,215573911,3,679,Lake Geneva,Jwellary,2022,2,18,2022-02-18,2022-02-18,Nonchurner,21
1950893,24,FL,F,Value,1558020,215580201,2,26,The Villages,Books,2022,2,18,2022-02-18,2022-02-18,Nonchurner,21
1950893,24,FL,F,Value,1558133,215581331,2,100,New Smyrna Beach,Mobile Phones,2022,2,18,2022-02-18,2022-02-18,Nonchurner,21
1950893,24,FL,F,Value,1558277,215582771,2,43,Ormond Beach,Fashion Accessories,2022,2,18,2022-02-18,2022-02-18,Nonchurner,21
1950893,24,FL,F,Value,1558482,215584821,2,160,Palatka,Home Decor,2022,2,18,2022-02-18,2022-02-18,Nonchurner,21
1950893,24,FL,F,Value,1558537,215585371,2,70,Ocklawaha,Apparels,2022,2,18,2022-02-18,2022-02-18,Nonchurner,21
1950893,24,FL,F,Value,1558986,215589861,2,93,Pierson,Consumer Electronics,2022,2,18,2022-02-18,2022-02-18,Nonchurner,21
1950893,24,FL,F,Value,1559034,215590341,3,305,Pomona Park,Footwear,2022,2,18,2022-02-18,2022-02-18,Nonchurner,21
1950893,24,FL,F,Value,1559087,215590871,3,31,Orange Springs,Food,2022,2,18,2022-02-18,2022-02-18,Nonchurner,21
1950893,24,FL,F,Value,1559339,215593391,2,26,Putnam Hall,Health & Beauty Supplements,2022,2,18,2022-02-18,2022-02-18,Nonchurner,21
1950893,24,FL,F,Value,1559348,215593481,2,116,San Mateo,Jwellary,2022,2,18,2022-02-18,2022-02-18,Nonchurner,21
1950893,24,FL,F,Value,1559544,215595441,2,69,Satsuma,Books,2022,2,18,2022-02-18,2022-02-18,Nonchurner,21
1950893,24,FL,F,Value,1559658,215596581,2,66,Seville,Mobile Phones,2022,2,18,2022-02-18,2022-02-18,Nonchurner,21
1950893,24,FL,F,Value,1559703,215597031,2,76,Sparr,Fashion Accessories,2022,2,18,2022-02-18,2022-02-18,Nonchurner,21
1950893,24,FL,F,Value,1559728,215597281,4,46,Welaka,Home Decor,2022,2,18,2022-02-18,2022-02-18,Nonchurner,21
1950893,24,FL,F,Value,1629284,216292841,2,89,Weirsdale,Apparels,2022,2,28,2022-02-28,2022-02-28,Nonchurner,21
1950893,24,FL,F,Value,1629914,216299141,2,191,Atlantic Beach,Consumer Electronics,2022,2,28,2022-02-28,2022-02-28,Nonchurner,21
1950893,24,FL,F,Value,1630028,216300281,2,160,Jacksonville Beach,Footwear,2022,2,28,2022-02-28,2022-02-28,Nonchurner,21
1950893,24,FL,F,Value,1630274,216302741,2,266,Saint Johns,Food,2022,2,28,2022-02-28,2022-02-28,Nonchurner,21
1950893,24,FL,F,Value,1631002,216310021,2,160,Neptune Beach,Health & Beauty Supplements,2022,2,28,2022-02-28,2022-02-28,Nonchurner,21
1950893,24,FL,F,Value,1631109,216311091,2,29,Tallahassee,Jwellary,2022,2,28,2022-02-28,2022-02-28,Nonchurner,21
1950893,24,FL,F,Value,1631139,216311391,2,430,Apalachicola,Books,2022,2,28,2022-02-28,2022-02-28,Nonchurner,21
1950893,24,FL,F,Value,1631586,216315861,2,140,Bristol,Mobile Phones,2022,2,28,2022-02-28,2022-02-28,Nonchurner,21
1950893,24,FL,F,Value,1631797,216317971,2,76,Carrabelle,Fashion Accessories,2022,2,28,2022-02-28,2022-02-28,Nonchurner,21
1950893,24,FL,F,Value,1631821,216318211,2,120,Lanark Village,Home Decor,2022,2,28,2022-02-28,2022-02-28,Nonchurner,21
1950893,24,FL,F,Value,1633329,216333291,2,340,Chattahoochee,Apparels,2022,2,28,2022-02-28,2022-02-28,Nonchurner,21
