UserId,Age,Address,Gender,UserType,Unnamed: 0,TransactionId,Timestamp,ItemId,Quantity,Value,Location,ProductCategory,Parsed_Date,Label,churnPeriod
1950893,24,FL,F,Value,220,1629284,2001-02-28,216292841,2,89,Weirsdale,Apparels,2001-02-28,Nonchurner,21
1950893,24,FL,F,Value,221,1629914,2001-02-28,216299141,2,191,Atlantic Beach,Consumer Electronics,2001-02-28,Nonchurner,21
1950893,24,FL,F,Value,222,1630028,2001-02-28,216300281,2,160,Jacksonville Beach,Footwear,2001-02-28,Nonchurner,21
1950893,24,FL,F,Value,223,1630274,2001-02-28,216302741,2,266,Saint Johns,Food,2001-02-28,Nonchurner,21
1950893,24,FL,F,Value,224,1631002,2001-02-28,216310021,2,160,Neptune Beach,Health & Beauty Supplements,2001-02-28,Nonchurner,21
1950893,24,FL,F,Value,225,1631109,2001-02-28,216311091,2,29,Tallahassee,Jwellary,2001-02-28,Nonchurner,21
1950893,24,FL,F,Value,226,1631139,2001-02-28,216311391,2,430,Apalachicola,Books,2001-02-28,Nonchurner,21
1950893,24,FL,F,Value,227,1631586,2001-02-28,216315861,2,140,Bristol,Mobile Phones,2001-02-28,Nonchurner,21
1950893,24,FL,F,Value,228,1631797,2001-02-28,216317971,2,76,Carrabelle,Fashion Accessories,2001-02-28,Nonchurner,21
1950893,24,FL,F,Value,229,1631821,2001-02-28,216318211,2,120,Lanark Village,Home Decor,2001-02-28,Nonchurner,21
1950893,24,FL,F,Value,230,1633329,2001-02-28,216333291,2,340,Chattahoochee,Apparels,2001-02-28,Nonchurner,21
