Month,Location,Budget,CPA,APPT.created,Conversion.ran,APPT.ran,Conversion.close,Orders,Average.ticket,Sales
1/1/2015,DENVER,121546,321,379,1,342,0,130,7261,943990
2/1/2015,DENVER,141721,187,759,1,584,0,211,8854,1868238
3/1/2015,DENVER,215238,301,714,1,711,0,208,8360,1738849
4/1/2015,DENVER,261198,325,804,1,927,0,296,7850,2323674
5/1/2015,DENVER,206123,345,597,1,590,0,179,7988,1429873
6/1/2015,DENVER,160892,222,726,1,705,0,246,8195,2016009
7/1/2015,DENVER,204309,225,907,1,900,0,311,8357,2599120
8/1/2015,DENVER,228373,316,723,1,744,0,250,7974,1993595
9/1/2015,DENVER,221408,279,793,1,715,0,249,9076,2260019
10/1/2015,DENVER,216690,291,745,1,846,0,288,8411,2422299
11/1/2015,DENVER,124934,292,428,1,457,0,152,8333,1266656
12/1/2015,DENVER,98216,448,219,1,243,0,112,7293,816864
1/1/2016,DENVER,107903,337,320,1,307,0,114,7179,818460
2/1/2016,DENVER,222683,282,791,1,705,0,226,9188,2076542
3/1/2016,DENVER,206900,342,605,1,595,0,175,9177,1605998
4/1/2016,DENVER,275408,431,639,1,669,0,237,9534,2259667
5/1/2016,DENVER,220739,415,532,1,557,0,169,8464,1430416
6/1/2016,DENVER,197276,299,660,1,639,0,199,9229,1836503
7/1/2016,DENVER,284370,348,817,1,807,0,241,9774,2355471
8/1/2016,DENVER,246676,373,662,1,670,0,213,8512,1813133
9/1/2016,DENVER,268561,363,740,1,761,0,200,8148,1629566
10/1/2016,DENVER,263265,322,818,1,752,0,229,7227,1654939
11/1/2016,DENVER,170214,466,365,1,459,0,146,8094,1181723
12/1/2016,DENVER,62182,232,268,1,247,0,93,7432,691200
1/1/2015,EVANSVILLE,18040,269,67,1,60,0,24,5505,132114
2/1/2015,EVANSVILLE,19065,233,82,1,84,0,33,7929,261645
3/1/2015,EVANSVILLE,44632,346,129,1,108,0,33,7892,260442
4/1/2015,EVANSVILLE,47453,245,194,1,183,0,75,7259,544421
5/1/2015,EVANSVILLE,37141,310,120,1,137,0,48,8074,387562
6/1/2015,EVANSVILLE,29180,289,101,1,103,0,40,7453,298123
7/1/2015,EVANSVILLE,25890,190,136,1,142,0,55,7368,405215
8/1/2015,EVANSVILLE,26592,302,88,1,98,0,42,7649,321254
9/1/2015,EVANSVILLE,23881,234,102,1,90,0,34,7237,246046
10/1/2015,EVANSVILLE,31324,255,123,1,129,0,48,6245,299763
11/1/2015,EVANSVILLE,20015,270,74,1,76,0,27,5386,145419
12/1/2015,EVANSVILLE,9490,231,41,1,47,1,24,4366,104774
1/1/2016,EVANSVILLE,21559,220,98,1,85,0,29,5815,168621
2/1/2016,EVANSVILLE,35375,357,99,1,88,1,47,6860,322412
3/1/2016,EVANSVILLE,24874,226,110,1,103,1,55,8004,440235
4/1/2016,EVANSVILLE,47278,326,145,1,160,0,69,7080,488536
5/1/2016,EVANSVILLE,28628,305,94,1,95,0,30,7732,231957
6/1/2016,EVANSVILLE,28090,299,94,1,97,0,36,6900,248407
7/1/2016,EVANSVILLE,46226,337,137,1,122,0,43,9143,393162
8/1/2016,EVANSVILLE,33212,332,100,1,112,0,40,8782,351276
9/1/2016,EVANSVILLE,29511,304,97,1,99,0,41,7009,287369
10/1/2016,EVANSVILLE,43787,348,126,1,120,0,47,7443,349841
11/1/2016,EVANSVILLE,11576,223,52,1,76,0,33,5887,194257
12/1/2016,EVANSVILLE,6911,157,44,1,45,0,20,6083,121655
1/1/2015,FTCOLLINS,70987,370,192,1,172,0,63,9874,622053
2/1/2015,FTCOLLINS,101286,399,254,1,237,0,96,9120,875509
3/1/2015,FTCOLLINS,140758,326,432,1,336,0,107,8116,868432
4/1/2015,FTCOLLINS,178952,462,387,1,459,0,170,9290,1579366
5/1/2015,FTCOLLINS,160397,694,231,1,280,0,124,8320,1031690
6/1/2015,FTCOLLINS,132880,391,340,1,289,0,123,8442,1038381
7/1/2015,FTCOLLINS,137594,305,451,1,471,0,210,8387,1761253
8/1/2015,FTCOLLINS,141835,432,328,1,338,0,134,9913,1328325
9/1/2015,FTCOLLINS,125659,420,299,1,298,1,149,8305,1237403
10/1/2015,FTCOLLINS,156692,466,336,1,346,0,139,7775,1080722
11/1/2015,FTCOLLINS,46282,274,169,1,197,0,78,7990,623198
12/1/2015,FTCOLLINS,49513,521,95,1,102,1,64,8054,515463
1/1/2016,FTCOLLINS,65957,428,154,1,128,1,71,9681,687320
2/1/2016,FTCOLLINS,96727,398,243,1,227,0,88,8541,751619
3/1/2016,FTCOLLINS,107390,314,342,1,315,0,108,8129,877884
4/1/2016,FTCOLLINS,154180,499,309,1,327,0,143,8502,1215777
5/1/2016,FTCOLLINS,120521,555,217,1,232,0,93,8032,746998
6/1/2016,FTCOLLINS,93313,362,258,1,260,0,106,7693,815425
7/1/2016,FTCOLLINS,142036,423,336,1,312,0,128,7450,953599
8/1/2016,FTCOLLINS,147908,480,308,1,312,1,157,7614,1195434
9/1/2016,FTCOLLINS,115112,444,259,1,239,0,107,7647,818199
10/1/2016,FTCOLLINS,132227,462,286,1,324,0,137,8186,1121546
11/1/2016,FTCOLLINS,81785,634,129,1,153,0,65,7707,500969
12/1/2016,FTCOLLINS,67079,799,84,1,94,0,37,9307,344349
1/1/2015,FTWORTH,40687,210,194,1,181,0,41,7323,300243
2/1/2015,FTWORTH,66535,245,272,1,252,0,56,8344,467256
3/1/2015,FTWORTH,90026,236,381,1,332,0,55,9067,498661
4/1/2015,FTWORTH,91230,223,410,1,446,0,67,9893,662808
5/1/2015,FTWORTH,70146,260,270,1,305,0,66,10117,667740
6/1/2015,FTWORTH,23760,86,276,1,293,0,52,10028,521440
7/1/2015,FTWORTH,-5762,-20,289,1,280,0,62,8103,502411
8/1/2015,FTWORTH,-1088,-4,264,1,255,0,44,11043,485913
9/1/2015,FTWORTH,15517,78,199,1,199,0,32,8605,275363
10/1/2015,FTWORTH,901544,3467,260,1,257,0,60,9960,597578
11/1/2015,FTWORTH,66231,368,180,1,166,0,57,7354,419183
12/1/2015,FTWORTH,41874,364,115,1,152,0,51,9615,490350
1/1/2016,FTWORTH,77609,346,224,1,186,0,51,9110,464619
2/1/2016,FTWORTH,111271,418,266,1,253,0,55,8231,452686
3/1/2016,FTWORTH,87679,326,269,1,292,0,77,8930,687639
4/1/2016,FTWORTH,103842,296,351,1,327,0,78,9359,729984
5/1/2016,FTWORTH,113444,477,238,1,262,0,49,8765,429461
6/1/2016,FTWORTH,104623,395,265,1,274,0,51,7451,379977
7/1/2016,FTWORTH,86069,360,239,1,226,0,55,8640,475213
8/1/2016,FTWORTH,90322,486,186,1,190,0,35,6441,225432
9/1/2016,FTWORTH,106905,400,267,1,231,0,43,8696,373943
10/1/2016,FTWORTH,116365,455,256,1,283,0,54,8908,481056
11/1/2016,FTWORTH,68890,453,152,1,168,0,48,6884,330411
12/1/2016,FTWORTH,50557,418,121,1,138,0,35,8390,293645
1/1/2015,GRANDRAPIDS,8712,235,37,1,35,0,12,4663,55954
2/1/2015,GRANDRAPIDS,16970,499,34,1,37,0,8,8521,68166
3/1/2015,GRANDRAPIDS,38460,388,99,1,71,0,15,9173,137588
4/1/2015,GRANDRAPIDS,35527,243,146,1,158,0,39,7343,286363
5/1/2015,GRANDRAPIDS,30369,257,118,1,112,0,27,7682,207404
6/1/2015,GRANDRAPIDS,25164,225,112,1,122,0,27,6848,184891
7/1/2015,GRANDRAPIDS,27550,226,122,1,127,0,41,6403,262542
8/1/2015,GRANDRAPIDS,30354,307,99,1,101,0,34,8052,273751
9/1/2015,GRANDRAPIDS,24579,270,91,1,82,0,22,6332,139303
10/1/2015,GRANDRAPIDS,25442,252,101,1,111,0,40,5159,206368
11/1/2015,GRANDRAPIDS,16866,281,60,1,62,0,18,3878,69803
12/1/2015,GRANDRAPIDS,6394,304,21,1,24,1,13,6231,81006
1/1/2016,GRANDRAPIDS,22345,447,50,1,48,0,11,7357,80929
2/1/2016,GRANDRAPIDS,30416,507,60,1,55,0,11,7817,85991
3/1/2016,GRANDRAPIDS,29657,285,104,1,88,0,36,7932,285550
4/1/2016,GRANDRAPIDS,33864,244,139,1,142,0,49,7269,356199
5/1/2016,GRANDRAPIDS,34363,400,86,1,90,0,31,8559,265321
6/1/2016,GRANDRAPIDS,22453,330,68,1,62,0,13,4944,64270
7/1/2016,GRANDRAPIDS,34345,409,84,1,102,0,31,7054,218683
8/1/2016,GRANDRAPIDS,23300,295,79,1,75,0,25,9360,233992
9/1/2016,GRANDRAPIDS,27892,268,104,1,97,0,43,7727,332250
10/1/2016,GRANDRAPIDS,32265,310,104,1,115,0,53,6932,367394
11/1/2016,GRANDRAPIDS,14851,309,48,1,47,1,25,6312,157794
12/1/2016,GRANDRAPIDS,11698,433,27,1,32,1,16,4714,75416
1/1/2015,GREENSBORO,23643,296,80,1,67,0,29,9822,284829
2/1/2015,GREENSBORO,40285,411,98,1,90,1,55,8745,480971
3/1/2015,GREENSBORO,66088,290,228,1,175,0,48,12240,587534
4/1/2015,GREENSBORO,66920,335,200,1,246,0,61,9511,580142
5/1/2015,GREENSBORO,60733,515,118,1,141,0,55,9071,498900
6/1/2015,GREENSBORO,45204,332,136,1,133,0,40,9152,366081
7/1/2015,GREENSBORO,47540,315,151,1,155,0,56,10602,593718
8/1/2015,GREENSBORO,52656,382,138,1,136,0,52,9489,493425
9/1/2015,GREENSBORO,50069,355,141,1,135,0,63,11349,714981
10/1/2015,GREENSBORO,54168,356,152,1,159,0,46,11307,520131
11/1/2015,GREENSBORO,21325,270,79,1,85,0,35,9932,347616
12/1/2015,GREENSBORO,14367,211,68,1,73,1,40,8848,353918
1/1/2016,GREENSBORO,50589,477,106,1,93,0,39,7981,311265
2/1/2016,GREENSBORO,57406,422,136,1,122,0,44,11720,515667
3/1/2016,GREENSBORO,54904,317,173,1,150,0,32,13520,432627
4/1/2016,GREENSBORO,60925,272,224,1,240,0,78,8631,673222
5/1/2016,GREENSBORO,51426,323,159,1,169,0,61,13689,835006
6/1/2016,GREENSBORO,48235,350,138,1,150,0,40,10844,433743
7/1/2016,GREENSBORO,56056,311,180,1,167,0,44,10089,443918
8/1/2016,GREENSBORO,46441,318,146,1,154,0,54,11728,633308
9/1/2016,GREENSBORO,44435,251,177,1,159,0,37,10085,373127
10/1/2016,GREENSBORO,65455,245,267,1,261,0,61,10930,666755
11/1/2016,GREENSBORO,32190,350,92,1,115,0,34,11693,397577
12/1/2016,GREENSBORO,20562,286,72,1,68,0,21,12969,272344
1/1/2015,HUNTSVILLE,28873,418,69,1,61,0,18,7717,138912
2/1/2015,HUNTSVILLE,35837,390,92,1,94,0,23,7640,175710
3/1/2015,HUNTSVILLE,56204,390,144,1,122,0,27,8627,232925
4/1/2015,HUNTSVILLE,46934,222,211,1,184,0,41,9424,386401
5/1/2015,HUNTSVILLE,35280,318,111,1,164,0,30,8563,256882
6/1/2015,HUNTSVILLE,40366,360,112,1,101,0,19,10848,206108
7/1/2015,HUNTSVILLE,38319,255,150,1,140,0,24,7274,174564
8/1/2015,HUNTSVILLE,45841,376,122,1,104,0,29,9751,282772
9/1/2015,HUNTSVILLE,47445,327,145,1,147,0,39,8623,336298
10/1/2015,HUNTSVILLE,42577,338,126,1,162,0,28,11848,331748
11/1/2015,HUNTSVILLE,25604,320,80,1,86,0,23,5859,134758
12/1/2015,HUNTSVILLE,21578,379,57,1,61,0,17,9258,157382
1/1/2016,HUNTSVILLE,45908,364,126,1,110,0,18,8406,151307
2/1/2016,HUNTSVILLE,53638,344,156,1,100,0,25,9446,236149
3/1/2016,HUNTSVILLE,51604,426,121,1,150,0,26,11929,310164
4/1/2016,HUNTSVILLE,55417,399,139,1,166,0,34,11518,391597
5/1/2016,HUNTSVILLE,40546,451,90,1,99,0,19,9676,183847
6/1/2016,HUNTSVILLE,44613,409,109,1,112,0,38,6870,261051
7/1/2016,HUNTSVILLE,53771,460,117,1,112,0,22,7091,156007
8/1/2016,HUNTSVILLE,50563,544,93,1,89,0,19,6183,117471
9/1/2016,HUNTSVILLE,37317,294,127,1,111,0,26,9920,257918
10/1/2016,HUNTSVILLE,35396,277,128,1,155,0,26,8174,212521
11/1/2016,HUNTSVILLE,19211,271,71,1,76,0,16,9081,145302
12/1/2016,HUNTSVILLE,14066,320,44,1,46,0,11,9144,100582
1/1/2015,INDIANAPOLIS,31146,415,75,1,51,0,9,7421,66787
2/1/2015,INDIANAPOLIS,33510,516,65,1,76,0,18,6786,122150
3/1/2015,INDIANAPOLIS,57303,398,144,1,96,0,30,11431,342944
4/1/2015,INDIANAPOLIS,51246,326,157,1,189,0,40,11545,461795
5/1/2015,INDIANAPOLIS,39725,348,114,1,125,0,44,9485,417331
6/1/2015,INDIANAPOLIS,36799,275,134,1,122,0,29,9528,276300
7/1/2015,INDIANAPOLIS,43176,317,136,1,138,0,36,8525,306884
8/1/2015,INDIANAPOLIS,68180,509,134,1,136,0,38,11272,428343
9/1/2015,INDIANAPOLIS,43323,361,120,1,118,0,39,7032,274237
10/1/2015,INDIANAPOLIS,44481,337,132,1,147,0,42,6901,289834
11/1/2015,INDIANAPOLIS,15900,252,63,1,61,0,26,7925,206046
12/1/2015,INDIANAPOLIS,10127,260,39,1,42,0,14,3948,55266
1/1/2016,INDIANAPOLIS,100677,832,121,1,93,0,19,8916,169399
2/1/2016,INDIANAPOLIS,42280,384,110,1,98,0,25,10894,272362
3/1/2016,INDIANAPOLIS,68626,426,161,1,168,0,43,8385,360576
4/1/2016,INDIANAPOLIS,56536,356,159,1,178,0,42,11693,491126
5/1/2016,INDIANAPOLIS,33812,294,115,1,115,0,32,9935,317916
6/1/2016,INDIANAPOLIS,25238,243,104,1,106,0,39,8947,348935
7/1/2016,INDIANAPOLIS,35128,260,135,1,141,0,40,8817,352681
8/1/2016,INDIANAPOLIS,28040,257,109,1,102,0,29,9358,271396
9/1/2016,INDIANAPOLIS,28724,248,116,1,103,0,30,10848,325433
10/1/2016,INDIANAPOLIS,45538,393,116,1,130,0,39,7494,292265
11/1/2016,INDIANAPOLIS,21551,399,54,1,66,0,12,13796,165548
12/1/2016,INDIANAPOLIS,12623,574,22,1,23,0,5,11244,56218
1/1/2015,JOHNSONCITY,3625,158,23,1,21,0,5,23013,115066
2/1/2015,JOHNSONCITY,8381,299,28,1,25,0,8,7253,58020
3/1/2015,JOHNSONCITY,25337,445,57,1,55,1,30,12406,372177
4/1/2015,JOHNSONCITY,18776,244,77,1,75,0,22,10055,221214
5/1/2015,JOHNSONCITY,19312,495,39,1,48,0,10,11795,117946
6/1/2015,JOHNSONCITY,16469,383,43,1,45,0,18,10777,193985
7/1/2015,JOHNSONCITY,11097,218,51,1,48,0,20,13118,262360
8/1/2015,JOHNSONCITY,12146,234,52,1,52,0,15,8948,134225
9/1/2015,JOHNSONCITY,14400,277,52,1,50,0,17,9374,159365
10/1/2015,JOHNSONCITY,13066,174,75,1,68,0,21,10546,221459
11/1/2015,JOHNSONCITY,7765,204,38,1,47,0,16,6685,106956
12/1/2015,JOHNSONCITY,4358,168,26,1,28,0,7,11717,82016
1/1/2016,JOHNSONCITY,5622,244,23,1,24,0,5,9700,48501
2/1/2016,JOHNSONCITY,16803,382,44,1,35,0,4,4266,17063
3/1/2016,JOHNSONCITY,16127,273,59,1,56,0,14,12252,171522
4/1/2016,JOHNSONCITY,25922,365,71,1,76,0,31,10159,314930
5/1/2016,JOHNSONCITY,23320,457,51,1,54,0,11,12725,139979
6/1/2016,JOHNSONCITY,10013,170,59,1,57,0,14,6002,84024
7/1/2016,JOHNSONCITY,18628,259,72,1,74,0,24,7156,171736
8/1/2016,JOHNSONCITY,12074,310,39,1,38,0,16,6417,102678
9/1/2016,JOHNSONCITY,14018,280,50,1,44,0,10,7158,71578
10/1/2016,JOHNSONCITY,20723,345,60,1,65,0,23,9016,207371
11/1/2016,JOHNSONCITY,10151,461,22,1,28,0,12,10042,120501
12/1/2016,JOHNSONCITY,6712,373,18,1,14,0,2,4192,8383
1/1/2015,KANSASCITY,16951,128,132,1,124,0,55,4778,262812
2/1/2015,KANSASCITY,116552,450,259,1,220,0,97,6835,663030
3/1/2015,KANSASCITY,124997,370,338,1,328,0,103,8339,858946
4/1/2015,KANSASCITY,136718,392,349,1,399,0,185,7867,1455343
5/1/2015,KANSASCITY,96887,359,270,1,246,0,100,7428,742784
6/1/2015,KANSASCITY,111607,454,246,1,254,0,107,7797,834273
7/1/2015,KANSASCITY,111826,309,362,1,350,0,140,6832,956497
8/1/2015,KANSASCITY,114587,414,277,1,291,0,116,8653,1003753
9/1/2015,KANSASCITY,133773,507,264,1,275,0,120,7263,871513
10/1/2015,KANSASCITY,153345,495,310,1,302,0,125,8431,1053850
11/1/2015,KANSASCITY,67246,365,184,1,201,0,76,6535,496639
12/1/2015,KANSASCITY,29133,297,98,1,101,0,42,5255,220716
1/1/2016,KANSASCITY,64708,446,145,1,133,0,40,8427,337086
2/1/2016,KANSASCITY,116929,493,237,1,208,0,94,7492,704281
3/1/2016,KANSASCITY,132331,411,322,1,333,0,148,8356,1236706
4/1/2016,KANSASCITY,145208,403,360,1,350,0,149,8652,1289123
5/1/2016,KANSASCITY,109753,490,224,1,231,0,99,7127,705619
6/1/2016,KANSASCITY,112531,391,288,1,301,0,121,6999,846823
7/1/2016,KANSASCITY,146350,456,321,1,335,0,138,7645,1055016
8/1/2016,KANSASCITY,108044,416,260,1,246,0,111,8261,916917
9/1/2016,KANSASCITY,113130,366,309,1,289,0,131,7554,989594
10/1/2016,KANSASCITY,110826,381,291,1,313,0,126,7093,893697
11/1/2016,KANSASCITY,53389,297,180,1,191,0,78,7284,568152
12/1/2016,KANSASCITY,48621,430,113,1,110,0,45,6889,310005
1/1/2015,LEXINGTON,16439,235,70,1,65,0,22,7944,174778
2/1/2015,LEXINGTON,26951,325,83,1,74,0,22,4273,94013
3/1/2015,LEXINGTON,42043,261,161,1,115,0,33,9303,306996
4/1/2015,LEXINGTON,44116,191,231,1,216,0,62,7124,441709
5/1/2015,LEXINGTON,32175,227,142,1,195,0,53,9731,515747
6/1/2015,LEXINGTON,45859,316,145,1,147,0,49,11009,539459
7/1/2015,LEXINGTON,40548,205,198,1,196,0,52,8554,444786
8/1/2015,LEXINGTON,37682,267,141,1,153,0,51,8875,452618
9/1/2015,LEXINGTON,32497,256,127,1,127,0,45,9631,433374
10/1/2015,LEXINGTON,34831,293,119,1,144,0,50,7808,390376
11/1/2015,LEXINGTON,31058,288,108,1,110,0,35,6577,230200
12/1/2015,LEXINGTON,16067,263,61,1,64,0,25,6306,157645
1/1/2016,LEXINGTON,25443,349,73,1,78,0,28,7932,222097
2/1/2016,LEXINGTON,35612,405,88,1,91,0,32,7328,234499
3/1/2016,LEXINGTON,47100,357,132,1,118,0,38,8404,319356
4/1/2016,LEXINGTON,58556,278,211,1,222,0,65,9178,596580
5/1/2016,LEXINGTON,42155,360,117,1,117,0,36,11335,408059
6/1/2016,LEXINGTON,44473,291,153,1,157,0,49,9980,489024
7/1/2016,LEXINGTON,58436,387,151,1,147,0,61,8666,528646
8/1/2016,LEXINGTON,35682,264,135,1,139,0,57,7767,442696
9/1/2016,LEXINGTON,44267,366,121,1,106,0,46,11861,545623
10/1/2016,LEXINGTON,29852,230,130,1,127,1,65,13807,897449
11/1/2016,LEXINGTON,26270,547,48,1,48,1,27,7702,207943
12/1/2016,LEXINGTON,22853,394,58,1,48,0,12,9294,111530
1/1/2015,LOUISVILLE,34727,246,141,1,126,0,31,9673,299855
2/1/2015,LOUISVILLE,78453,417,188,1,139,0,34,6307,214435
3/1/2015,LOUISVILLE,79272,440,180,1,196,0,39,8912,347555
4/1/2015,LOUISVILLE,87529,295,297,1,261,0,48,7784,373611
5/1/2015,LOUISVILLE,66607,352,189,1,238,0,56,6894,386052
6/1/2015,LOUISVILLE,84505,528,160,1,173,0,41,7159,293503
7/1/2015,LOUISVILLE,69979,264,265,1,242,0,43,5792,249041
8/1/2015,LOUISVILLE,62341,332,188,1,225,0,46,6857,315418
9/1/2015,LOUISVILLE,39814,234,170,1,175,0,35,11638,407339
10/1/2015,LOUISVILLE,53267,244,218,1,214,0,53,6227,330035
11/1/2015,LOUISVILLE,41458,334,124,1,126,0,27,7743,209064
12/1/2015,LOUISVILLE,19661,205,96,1,111,0,34,8033,273137
1/1/2016,LOUISVILLE,34059,221,154,1,137,0,41,6664,273220
2/1/2016,LOUISVILLE,53304,298,179,1,158,0,42,12660,531736
3/1/2016,LOUISVILLE,66465,267,249,1,224,0,47,7814,367242
4/1/2016,LOUISVILLE,68206,266,256,1,268,0,74,9574,708460
5/1/2016,LOUISVILLE,51532,293,176,1,195,0,52,7303,379771
6/1/2016,LOUISVILLE,49033,295,166,1,177,0,66,5585,368611
7/1/2016,LOUISVILLE,58116,234,248,1,238,0,59,9105,537168
8/1/2016,LOUISVILLE,55573,333,167,1,163,0,50,7909,395445
9/1/2016,LOUISVILLE,54244,327,166,1,178,0,57,10755,613062
10/1/2016,LOUISVILLE,65670,296,222,1,219,0,56,7376,413074
11/1/2016,LOUISVILLE,32286,265,122,1,134,0,42,7043,295813
12/1/2016,LOUISVILLE,23266,302,77,1,79,0,31,8680,269081
1/1/2015,MACON,17447,169,103,1,98,0,26,9017,234452
2/1/2015,MACON,36181,341,106,1,112,0,53,9150,484926
3/1/2015,MACON,47446,318,149,1,138,0,56,10291,576289
4/1/2015,MACON,61311,451,136,1,144,0,56,9616,538473
5/1/2015,MACON,55570,496,112,1,118,0,37,10510,388857
6/1/2015,MACON,64583,577,112,1,110,0,40,9171,366848
7/1/2015,MACON,63506,504,126,1,132,0,30,11319,339571
8/1/2015,MACON,38501,418,92,1,85,0,29,8424,244304
9/1/2015,MACON,30048,300,100,1,101,0,34,8050,273689
10/1/2015,MACON,39492,340,116,1,124,0,38,11479,436184
11/1/2015,MACON,22647,246,92,1,61,0,23,9768,224665
12/1/2015,MACON,9927,184,54,2,85,0,21,8782,184416
1/1/2016,MACON,24543,250,98,1,85,0,23,15674,360499
2/1/2016,MACON,45262,435,104,1,91,0,37,11829,437677
3/1/2016,MACON,42900,255,168,1,116,0,30,10333,309982
4/1/2016,MACON,54592,337,162,1,183,0,41,10112,414606
5/1/2016,MACON,47103,377,125,1,147,0,34,8859,301217
6/1/2016,MACON,55220,412,134,1,152,0,47,9263,435370
7/1/2016,MACON,48141,319,151,1,144,0,31,10485,325039
8/1/2016,MACON,39735,371,107,1,117,0,32,8600,275199
9/1/2016,MACON,34786,351,99,1,103,0,33,8184,270083
10/1/2016,MACON,41184,253,163,1,147,0,37,9350,345954
11/1/2016,MACON,24659,368,67,2,101,0,26,10674,277535
12/1/2016,MACON,16738,316,53,1,55,0,15,8325,124874
1/1/2015,MEMPHIS,15648,156,100,1,100,0,28,7665,214620
2/1/2015,MEMPHIS,32836,281,117,1,108,0,33,5997,197896
3/1/2015,MEMPHIS,62041,278,223,1,207,0,36,8430,303490
4/1/2015,MEMPHIS,69113,284,243,1,265,0,83,8323,690816
5/1/2015,MEMPHIS,60612,396,153,1,155,0,57,8197,467218
6/1/2015,MEMPHIS,66922,352,190,1,186,0,49,8610,421870
7/1/2015,MEMPHIS,31744,160,199,1,197,0,68,8115,551832
8/1/2015,MEMPHIS,45441,281,162,1,172,0,53,8049,426614
9/1/2015,MEMPHIS,25677,126,203,1,186,0,49,6762,331318
10/1/2015,MEMPHIS,38810,178,218,1,228,0,61,8510,519087
11/1/2015,MEMPHIS,19022,178,107,1,126,0,46,6064,278961
12/1/2015,MEMPHIS,16354,199,82,1,81,0,35,6276,219672
1/1/2016,MEMPHIS,30000,248,121,1,115,0,35,6982,244358
2/1/2016,MEMPHIS,47635,298,160,1,133,0,39,7740,301873
3/1/2016,MEMPHIS,35705,168,213,1,218,0,57,7431,423553
4/1/2016,MEMPHIS,59844,245,244,1,253,0,70,7929,555030
5/1/2016,MEMPHIS,48631,314,155,1,157,0,29,8280,240132
6/1/2016,MEMPHIS,47067,289,163,1,163,0,43,7250,311748
7/1/2016,MEMPHIS,51766,256,202,1,187,0,43,8553,367763
8/1/2016,MEMPHIS,47864,307,156,1,135,0,35,9166,320808
9/1/2016,MEMPHIS,50167,425,118,1,117,0,26,8199,213167
10/1/2016,MEMPHIS,38070,254,150,1,145,0,35,6509,227807
11/1/2016,MEMPHIS,25974,313,83,1,98,0,16,8897,142348
12/1/2016,MEMPHIS,15235,258,59,2,97,0,16,5468,87482
1/1/2015,MILWAUKEE,10962,142,77,1,73,0,27,5853,158028
2/1/2015,MILWAUKEE,31117,213,146,1,132,0,43,6431,276516
3/1/2015,MILWAUKEE,60988,235,260,1,232,0,48,8050,386397
4/1/2015,MILWAUKEE,59333,145,410,1,423,0,117,7147,836213
5/1/2015,MILWAUKEE,56317,198,285,1,261,0,81,7251,587312
6/1/2015,MILWAUKEE,60480,237,255,1,276,0,85,9614,817182
7/1/2015,MILWAUKEE,44720,147,304,1,312,0,98,6056,593532
8/1/2015,MILWAUKEE,48478,177,274,1,274,0,92,7351,676306
9/1/2015,MILWAUKEE,41345,185,223,1,214,0,75,7239,542918
10/1/2015,MILWAUKEE,41919,178,236,1,266,0,96,7415,711867
11/1/2015,MILWAUKEE,36155,285,127,1,121,0,39,5834,227517
12/1/2015,MILWAUKEE,12311,256,48,1,55,1,34,6064,206184
1/1/2016,MILWAUKEE,40225,398,101,1,97,0,21,12380,259987
2/1/2016,MILWAUKEE,46596,276,169,1,142,0,51,8890,453379
3/1/2016,MILWAUKEE,44363,181,245,1,236,0,73,9098,664145
4/1/2016,MILWAUKEE,64115,187,342,1,328,0,103,9029,929942
5/1/2016,MILWAUKEE,193217,899,215,1,241,0,72,8208,590995
6/1/2016,MILWAUKEE,78377,345,227,1,228,0,95,7187,682762
7/1/2016,MILWAUKEE,93135,391,238,1,223,0,73,9301,678993
8/1/2016,MILWAUKEE,55509,241,230,1,231,0,68,7491,509368
9/1/2016,MILWAUKEE,80078,334,240,1,223,0,80,5682,454562
10/1/2016,MILWAUKEE,73016,319,229,1,256,0,81,5568,451048
11/1/2016,MILWAUKEE,46250,472,98,1,121,0,43,5636,242350
12/1/2016,MILWAUKEE,27164,578,47,1,49,0,19,6559,124617
1/1/2015,MINNEAPOLIS,31564,574,55,1,50,0,23,5521,126979
2/1/2015,MINNEAPOLIS,77843,855,91,1,68,0,24,6955,166921
3/1/2015,MINNEAPOLIS,87346,619,141,1,148,0,56,6949,389152
4/1/2015,MINNEAPOLIS,121573,582,209,1,211,0,78,8762,683469
5/1/2015,MINNEAPOLIS,107524,796,135,1,132,0,58,8518,494056
6/1/2015,MINNEAPOLIS,107093,645,166,1,173,0,58,11174,648100
7/1/2015,MINNEAPOLIS,116663,472,247,1,226,0,77,7106,547161
8/1/2015,MINNEAPOLIS,122332,631,194,1,204,0,74,8949,662193
9/1/2015,MINNEAPOLIS,113697,571,199,1,185,0,53,8260,437760
10/1/2015,MINNEAPOLIS,100173,482,208,1,233,0,95,9825,933338
11/1/2015,MINNEAPOLIS,47425,423,112,1,110,0,48,6663,319844
12/1/2015,MINNEAPOLIS,15449,343,45,1,58,0,22,9680,212965
1/1/2016,MINNEAPOLIS,26597,633,42,1,37,0,12,5307,63686
2/1/2016,MINNEAPOLIS,87037,509,171,1,108,0,23,9053,208215
3/1/2016,MINNEAPOLIS,111187,548,203,1,227,0,75,9192,689433
4/1/2016,MINNEAPOLIS,126300,559,226,1,242,0,93,8642,803690
5/1/2016,MINNEAPOLIS,97248,579,168,1,172,0,63,9470,596592
6/1/2016,MINNEAPOLIS,81144,456,178,1,196,0,70,10667,746724
7/1/2016,MINNEAPOLIS,121168,536,226,1,221,0,89,9247,822942
8/1/2016,MINNEAPOLIS,97726,534,183,1,167,0,73,10488,765641
